age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,z,label,intercept,y,is_train
60,-0.09783770577996789,-0.7950528665631136,-1.4426652878100497,0.1357595555911501,-0.4326834189182071,-0.9498322601526655,0.434409248406582,-1.5209044096336153,-0.8344854716983958,-0.5172320773675285,1.5267074095354838,-0.23633099733764112,-0.47683043882343445,-0.37107987964133843,-0.4709903589577812,1,1,0.0,1,1
60,-1.1359297717930261,-0.7950528665631136,-1.4426652878100497,0.1357595555911501,-0.037880735415491834,-0.9498322601526655,-2.301976773441199,-1.5209044096336153,-0.35659686490051506,-0.5172320773675285,1.495985320224215,-0.5454388708181602,-0.47683043882343445,-0.37107987964133843,-0.4709903589577812,1,1,0.0,1,1
60,2.07827749771683,-0.7950528665631136,-1.4426652878100497,0.1357595555911501,0.054470769497424014,-0.9498322601526655,0.434409248406582,-1.5209044096336153,-0.23712471320104486,-0.5172320773675285,1.2951101208813045,-0.5454388708181602,-0.47683043882343445,-0.37107987964133843,-0.4709903589577812,1,1,0.0,1,0
60,2.07827749771683,0.17100386987440985,-0.42068913889920384,0.1357595555911501,-0.09428111877302259,1.0528174730970612,0.434409248406582,0.6815504493560663,1.6744297139904785,0.3191208775182245,0.1394869152497389,0.6909926231039163,-0.47683043882343445,-0.37107987964133843,-0.4709903589577812,1,1,0.0,1,0
61,2.07827749771683,-0.7950528665631136,-0.42068913889920384,0.1357595555911501,-0.4287254972790822,1.0528174730970612,0.434409248406582,0.6815504493560663,-1.1929019267968066,0.7372973549611008,0.1725722422003359,0.38188474962339714,-0.47683043882343445,-0.37107987964133843,-0.4709903589577812,1,1,0.0,1,1
60,0.3991222750576843,-0.7950528665631136,1.371580138089336,0.1357595555911501,-0.45412216113013415,1.0528174730970612,0.434409248406582,0.6815504493560663,-1.0734297750973363,0.7372973549611008,0.04495740967660473,0.07277687614287802,-0.47683043882343445,-0.37107987964133843,-0.4709903589577812,1,1,0.0,1,1
60,-1.1359297717930261,-0.7950528665631136,-1.4426652878100497,0.1357595555911501,-0.2915175471227501,1.0528174730970612,0.434409248406582,0.6815504493560663,0.24076389359683598,0.7372973549611008,0.6830315722952607,0.38188474962339714,-0.47683043882343445,-0.37107987964133843,-0.4709903589577812,1,1,0.0,1,0
60,0.17017650358324055,-0.7950528665631136,0.7204739275299001,0.1357595555911501,5.250892054865243,1.0528174730970612,0.434409248406582,0.6815504493560663,1.1965411071925975,0.7372973549611008,0.6664889088199621,2.545639863987031,-0.47683043882343445,-0.37107987964133843,-0.4709903589577812,1,1,0.0,1,1
60,0.3991222750576843,-0.7950528665631136,1.371580138089336,0.1357595555911501,1.2085347541056117,1.0528174730970612,0.434409248406582,0.40813610927200883,-1.4318462301957469,1.99182678728973,0.040230934397948004,-0.5454388708181602,-0.47683043882343445,-0.37107987964133843,-0.4709903589577812,1,1,0.0,1,0
75,2.07827749771683,0.17100386987440985,-1.4426652878100497,0.1357595555911501,0.8259356623235319,-0.9498322601526655,0.434409248406582,0.6815504493560663,-1.4318462301957469,-1.7717615096961574,-0.5813005647454095,0.07277687614287802,-0.47683043882343445,-0.37107987964133843,-0.4709903589577812,1,1,0.0,1,0
69,2.07827749771683,-0.7950528665631136,-1.4426652878100497,0.1357595555911501,-0.34725827687376,1.0528174730970612,0.434409248406582,0.6815504493560663,-1.4318462301957469,-1.7717615096961574,-0.5813005647454095,0.38188474962339714,-0.47683043882343445,-0.37107987964133843,-0.4709903589577812,1,1,0.0,1,0
69,0.3991222750576843,-0.7950528665631136,1.371580138089336,0.1357595555911501,-0.17706764639138645,1.0528174730970612,0.434409248406582,0.40813610927200883,-1.3123740784962767,-1.7717615096961574,-0.6002064658600365,0.07277687614287802,-0.47683043882343445,-0.37107987964133843,-0.4709903589577812,1,1,0.0,1,0
85,2.07827749771683,-0.7950528665631136,-1.4426652878100497,0.1357595555911501,3.5413997335665193,1.0528174730970612,0.434409248406582,0.40813610927200883,-0.4760690165999852,-1.7717615096961574,-0.5127666732048873,-0.23633099733764112,-0.47683043882343445,-0.37107987964133843,-0.4709903589577812,1,1,0.0,1,0
72,2.07827749771683,-0.7950528665631136,1.371580138089336,0.1357595555911501,-0.45412216113013415,1.0528174730970612,0.434409248406582,0.6815504493560663,-0.35659686490051506,-1.7717615096961574,-0.6687403574005586,-0.5454388708181602,-0.47683043882343445,-0.37107987964133843,-0.4709903589577812,1,1,0.0,1,1
90,2.07827749771683,0.17100386987440985,-0.42068913889920384,0.1357595555911501,-0.45379233432687366,1.0528174730970612,0.434409248406582,0.6815504493560663,-0.35659686490051506,-1.7717615096961574,-0.5434887625161557,0.07277687614287802,-0.47683043882343445,-0.37107987964133843,-0.4709903589577812,1,1,0.0,1,1
71,2.07827749771683,-0.7950528665631136,-1.4426652878100497,0.1357595555911501,1.0818812616536129,1.0528174730970612,0.434409248406582,0.6815504493560663,0.001819590197895557,-1.7717615096961574,-0.6829197832365288,0.6909926231039163,-0.47683043882343445,-0.37107987964133843,-0.4709903589577812,1,1,0.0,1,1
74,2.07827749771683,-0.7950528665631136,-0.42068913889920384,0.1357595555911501,0.1112009796582152,1.0528174730970612,0.434409248406582,0.40813610927200883,0.12129174189736576,-1.7717615096961574,-0.6025697034993647,-0.5454388708181602,-0.47683043882343445,-0.37107987964133843,-0.4709903589577812,1,1,0.0,1,0
65,2.07827749771683,-0.7950528665631136,1.371580138089336,0.1357595555911501,0.34273939554702565,1.0528174730970612,0.434409248406582,0.6815504493560663,0.12129174189736576,-1.7717615096961574,-0.3804253654024992,-0.23633099733764112,-0.47683043882343445,-0.37107987964133843,-0.4709903589577812,1,1,0.0,1,1
71,2.07827749771683,-0.7950528665631136,-0.42068913889920384,0.1357595555911501,0.48588422816204524,1.0528174730970612,0.434409248406582,0.6815504493560663,0.12129174189736576,-1.7717615096961574,-0.4655019204183201,-0.5454388708181602,-0.47683043882343445,-0.37107987964133843,-0.4709903589577812,1,1,0.0,1,1
61,2.07827749771683,-0.7950528665631136,-1.4426652878100497,0.1357595555911501,-0.38914628088783254,1.0528174730970612,0.434409248406582,0.6815504493560663,0.12129174189736576,-1.7717615096961574,-0.6356550304499616,-0.5454388708181602,-0.47683043882343445,-0.37107987964133843,-0.4709903589577812,1,1,0.0,1,1
71,2.07827749771683,-0.7950528665631136,1.371580138089336,0.1357595555911501,-0.23874525860108384,1.0528174730970612,0.434409248406582,0.40813610927200883,1.1965411071925975,-1.7717615096961574,-0.035392670060559364,-0.5454388708181602,-0.47683043882343445,-0.37107987964133843,-0.4709903589577812,1,1,0.0,1,0
62,-0.7746483753963195,-0.7950528665631136,0.7204739275299001,0.1357595555911501,0.21245780825916222,1.0528174730970612,0.434409248406582,0.40813610927200883,1.1965411071925975,-1.7717615096961574,-0.0495720958965295,-0.5454388708181602,-0.47683043882343445,-0.37107987964133843,-0.4709903589577812,1,1,0.0,1,0
66,2.07827749771683,-0.7950528665631136,-0.42068913889920384,0.1357595555911501,-0.1259444918860223,1.0528174730970612,0.434409248406582,0.6815504493560663,1.3160132588920679,-1.7717615096961574,-0.5931167529420512,-0.23633099733764112,-0.47683043882343445,-0.37107987964133843,-0.4709903589577812,1,1,0.0,1,1
62,0.3991222750576843,-0.7950528665631136,-0.42068913889920384,0.1357595555911501,1.0505477153438736,-0.9498322601526655,0.434409248406582,0.6815504493560663,-1.551318381895217,-1.3535850322532812,-0.505676960286902,-0.5454388708181602,-0.47683043882343445,-0.37107987964133843,-0.4709903589577812,1,1,0.0,1,0
83,2.07827749771683,0.17100386987440985,-1.4426652878100497,0.1357595555911501,-0.09230215795346011,1.0528174730970612,0.434409248406582,0.40813610927200883,-1.3123740784962767,-1.3535850322532812,-0.4749548709756335,-0.5454388708181602,-0.47683043882343445,-0.37107987964133843,-0.4709903589577812,1,1,0.0,1,1
61,0.3991222750576843,-0.7950528665631136,1.371580138089336,0.1357595555911501,-0.1252848382795015,1.0528174730970612,0.434409248406582,0.6815504493560663,-0.7150133199989257,-1.3535850322532812,-0.6521976939252602,-0.5454388708181602,-0.47683043882343445,-0.37107987964133843,-0.4709903589577812,1,1,0.0,1,1
